ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
3001,330000.0,2,1,2,34,-1,-1,-1,-1,-1,-1,1406,1467.0,2599.0,17064,70464,-6053.0,1488.0,2599.0,17064.0,70464.0,0.0,232972.0,0
3002,230000.0,1,3,2,28,0,-1,-1,-1,-1,0,152966,65722.0,11666.0,18844,34983,53935.0,65722.0,20000.0,18844.0,34983.0,408.0,14574.0,0
3003,30000.0,1,3,1,44,4,3,2,2,-2,-2,7221,6962.0,6700.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3004,50000.0,1,1,1,41,2,0,0,0,0,0,39159,40194.0,41209.0,42125,43443,44476.0,1669.0,1684.0,1600.0,2000.0,1753.0,1696.0,1
3005,220000.0,1,1,2,37,2,2,0,0,0,0,185955,181587.0,186054.0,188465,192758,196493.0,0.0,9000.0,7000.0,7500.0,7100.0,7500.0,0
3006,270000.0,2,1,2,27,0,0,0,0,0,-1,11306,11263.0,13021.0,4144,2291,36491.0,1500.0,2000.0,2000.0,1000.0,37500.0,1000.0,0
3007,160000.0,1,1,1,44,0,0,0,0,0,0,156400,157923.0,158746.0,153208,154163,155344.0,7200.0,8000.0,5510.0,5800.0,6000.0,5500.0,0
3008,10000.0,2,2,1,24,1,2,2,2,2,2,3892,3686.0,5064.0,4837,5208,5475.0,0.0,1600.0,0.0,600.0,500.0,0.0,0
3009,20000.0,1,2,2,25,0,0,0,0,0,0,15006,16166.0,17160.0,16760,16760,0.0,1406.0,1400.0,0.0,0.0,0.0,0.0,0
3010,30000.0,1,3,2,25,2,2,2,0,0,2,22440,24168.0,23481.0,23950,25659,25098.0,2390.0,0.0,859.0,2097.0,0.0,1092.0,1
3011,210000.0,2,2,2,32,0,0,0,2,0,0,85965,88586.0,94412.0,92195,92491,94369.0,4000.0,7500.0,0.0,3000.0,5000.0,5000.0,0
3012,250000.0,2,2,1,50,0,0,2,0,0,0,116256,122392.0,118668.0,95735,96509,97089.0,11500.0,0.0,3543.0,3700.0,3547.0,3165.0,0
3013,50000.0,1,2,2,28,0,0,0,0,0,0,23244,24364.0,25454.0,26030,26609,27662.0,1500.0,1500.0,1000.0,1000.0,1500.0,1100.0,0
3014,180000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,584,1133.0,572.0,803,916,1189.0,1133.0,572.0,803.0,916.0,1189.0,375.0,0
3015,200000.0,1,1,2,35,-1,-1,-1,-1,-1,-1,7429,24325.0,40258.0,15103,14079,20878.0,24325.0,40265.0,15159.0,14079.0,20878.0,26716.0,0
3016,350000.0,1,1,1,38,-2,-2,-1,0,0,-2,16459,4120.0,44164.0,35233,884,9924.0,941.0,44743.0,0.0,884.0,9924.0,10824.0,1
3017,20000.0,1,1,2,22,0,0,0,0,0,0,18093,18543.0,18911.0,19000,19397,19941.0,1300.0,1611.0,700.0,704.0,867.0,597.0,0
3018,30000.0,1,3,2,36,0,0,0,-2,-2,-2,30328,29999.0,0.0,0,0,0.0,1768.0,0.0,0.0,0.0,0.0,0.0,1
3019,20000.0,1,1,1,34,2,0,0,2,2,2,6099,7559.0,8989.0,8436,12016,11404.0,2000.0,2000.0,0.0,4000.0,0.0,4000.0,0
3020,140000.0,2,3,2,59,2,0,0,0,0,0,62042,63445.0,63729.0,63751,65421,68070.0,3000.0,2000.0,2000.0,2000.0,3000.0,3000.0,1
3021,30000.0,1,3,1,44,2,2,2,0,0,0,18659,22544.0,21889.0,22721,23401,25000.0,4500.0,0.0,1500.0,1200.0,2000.0,3000.0,1
3022,180000.0,2,1,2,30,0,0,-1,0,0,-2,15743,9814.0,9161.0,8252,0,0.0,1205.0,9402.0,0.0,0.0,0.0,0.0,0
3023,20000.0,2,2,2,25,0,0,0,0,0,3,8011,9041.0,10903.0,11622,13280,12778.0,1320.0,2181.0,900.0,2000.0,0.0,0.0,0
3024,100000.0,2,3,1,36,2,2,2,2,2,2,53530,55081.0,55581.0,59253,61145,62181.0,3000.0,2000.0,4600.0,3000.0,2200.0,2500.0,1
3025,100000.0,2,3,1,36,0,0,2,0,0,2,101972,115335.0,112016.0,112906,120101,138819.0,16608.0,0.0,4233.0,9200.0,21000.0,4000.0,1
3026,20000.0,1,2,1,45,-2,-2,-2,-2,-2,-2,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19409.0,0
3027,350000.0,1,1,1,31,0,0,0,2,0,0,18685,21057.0,23291.0,22812,27418,20203.0,3000.0,3000.0,0.0,5000.0,5000.0,5000.0,1
3028,80000.0,2,2,1,32,0,0,0,0,0,0,80237,69568.0,64469.0,54020,55852,44286.0,3000.0,2500.0,2000.0,3000.0,2000.0,1500.0,0
3029,120000.0,2,3,1,49,0,0,0,0,0,0,44244,44075.0,44823.0,44683,45537,50293.0,2000.0,3000.0,2000.0,3000.0,7000.0,3000.0,0
3030,210000.0,2,2,2,30,-1,0,0,0,0,0,1654,33257.0,34395.0,35321,36249,37047.0,32000.0,2000.0,1500.0,1500.0,1400.0,1600.0,0
3031,120000.0,1,1,1,37,-1,-1,-1,-1,-1,-1,32050,3872.0,52150.0,2740,4626,802.0,3872.0,52150.0,2740.0,4626.0,802.0,0.0,0
3032,20000.0,1,2,2,22,0,0,2,0,0,0,8134,9992.0,10526.0,11049,11865,12665.0,2000.0,1000.0,1000.0,1000.0,1000.0,8100.0,0
3033,200000.0,1,3,2,25,-2,-2,-2,-2,-1,-1,848,753.0,547.0,-2,2040,0.0,753.0,547.0,2.0,2042.0,0.0,0.0,0
3034,50000.0,2,2,2,54,-1,4,3,2,3,2,1126,1113.0,1092.0,1415,1115,569.0,0.0,0.0,323.0,0.0,0.0,1188.0,0
3035,170000.0,1,2,1,37,-2,-2,-2,-2,-2,-2,5635,6321.0,102108.0,2120,2873,0.0,6321.0,102108.0,2120.0,2873.0,0.0,870.0,0
3036,450000.0,1,1,1,37,1,-1,-1,-2,-2,-2,0,245.0,0.0,0,0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0
3037,300000.0,1,1,2,34,-1,-1,-1,-1,-1,-1,396,396.0,396.0,0,792,68095.0,396.0,396.0,0.0,792.0,68095.0,1700.0,0
3038,300000.0,1,1,2,36,0,0,0,0,0,0,295433,301521.0,308038.0,306154,295664,290329.0,13000.0,13116.0,11000.0,11000.0,12000.0,9300.0,0
3039,280000.0,1,2,1,37,-2,-1,-1,-2,-2,-2,2035,11009.0,9360.0,7480,4402,3646.0,11009.0,9370.0,7486.0,4402.0,3646.0,6059.0,0
3040,170000.0,1,1,2,39,0,0,0,0,0,0,171160,187853.0,171095.0,137986,141319,139463.0,13000.0,6154.0,15000.0,6000.0,7000.0,5000.0,0
3041,60000.0,1,1,1,38,2,0,0,0,2,2,30013,31226.0,32396.0,34657,35456,34736.0,2000.0,2000.0,2800.0,1500.0,0.0,1500.0,1
3042,50000.0,1,2,2,29,0,0,0,0,0,0,23469,23110.0,22792.0,20861,19116,15286.0,1437.0,1236.0,649.0,831.0,568.0,226.0,0
3043,380000.0,1,2,1,38,-2,-2,-2,-1,-1,-2,0,0.0,990.0,2086,0,4069.0,0.0,990.0,2086.0,0.0,4069.0,10000.0,0
3044,70000.0,2,1,1,40,2,0,0,2,2,2,45251,42685.0,45674.0,44639,47624,48592.0,1800.0,3700.0,0.0,3707.0,1900.0,0.0,1
3045,430000.0,1,1,1,48,-2,-2,-2,-2,-2,-2,4469,52213.0,46935.0,0,46987,882.0,52226.0,46935.0,0.0,46987.0,882.0,0.0,0
3046,180000.0,1,1,1,38,-1,-1,-1,-1,-1,-1,326,326.0,326.0,326,326,326.0,326.0,326.0,326.0,326.0,326.0,326.0,0
3047,330000.0,2,2,1,41,1,2,2,2,2,2,289884,283863.0,301265.0,306752,313710,309446.0,0.0,22200.0,12000.0,12000.0,978.0,23500.0,0
3048,250000.0,2,1,2,26,-1,-1,-2,-2,-1,-1,7374,0.0,0.0,0,2546,0.0,0.0,0.0,0.0,2546.0,0.0,0.0,0
3049,480000.0,2,1,1,38,0,0,0,0,0,0,384150,392013.0,361178.0,305024,289379,295768.0,15000.0,16000.0,12008.0,11000.0,11000.0,11000.0,0
3050,210000.0,1,2,2,37,-1,-1,-1,2,-1,0,1890,3037.0,2429.0,823,1089,1451.0,3037.0,1200.0,0.0,1089.0,1201.0,1031.0,0
3051,160000.0,1,2,2,26,0,0,0,0,-1,0,25060,24306.0,17671.0,22121,40835,37471.0,8026.0,7804.0,7730.0,67296.0,1340.0,1280.0,0
3052,390000.0,1,5,2,29,1,2,0,0,0,0,407399,397464.0,395333.0,367400,304990,304303.0,0.0,14414.0,14411.0,76000.0,15000.0,13000.0,0
3053,280000.0,1,1,1,44,1,-2,-2,-2,-2,-1,-136,-496.0,-856.0,-1216,-1576,4266.0,360.0,360.0,360.0,317.0,6252.0,8.0,0
3054,50000.0,1,2,1,33,-2,-2,-2,-2,-2,-2,390,390.0,0.0,780,0,0.0,390.0,0.0,780.0,0.0,0.0,0.0,0
3055,350000.0,1,1,1,60,1,-1,-1,-1,-2,-1,0,1150.0,4576.0,0,0,1206.0,1150.0,4576.0,0.0,0.0,1206.0,0.0,1
3056,230000.0,2,1,2,40,-2,-2,-2,-2,-2,-2,360,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3057,200000.0,1,3,0,36,-2,-2,-2,-2,-2,-2,5644,82620.0,14129.0,41359,9140,0.0,89187.0,14178.0,41359.0,9140.0,0.0,0.0,0
3058,30000.0,1,2,2,47,0,0,0,0,0,0,29596,29625.0,29523.0,29494,29464,29891.0,1600.0,1500.0,1500.0,1500.0,2000.0,2301.0,0
3059,50000.0,1,2,1,37,-1,-1,-1,-1,-1,-1,4719,22449.0,6640.0,5410,9570,1500.0,22530.0,6640.0,5410.0,9570.0,1500.0,0.0,0
3060,180000.0,1,1,2,26,0,0,0,-1,-1,-1,24464,25332.0,11991.0,4394,200,200.0,1573.0,3007.0,4394.0,200.0,200.0,200.0,0
3061,150000.0,2,3,1,45,0,0,0,0,0,0,141415,144592.0,147635.0,129507,132219,134869.0,5457.0,5661.0,4636.0,4800.0,4850.0,5000.0,1
3062,70000.0,1,1,2,27,0,0,0,0,0,2,39449,39742.0,40618.0,28782,30281,29175.0,2100.0,2000.0,1200.0,2590.0,0.0,1000.0,0
3063,150000.0,1,2,2,26,0,0,0,0,0,0,10111,9847.0,10870.0,12189,12836,13828.0,1158.0,1181.0,1500.0,836.0,1200.0,2000.0,0
3064,50000.0,1,3,2,25,1,2,2,0,0,2,43685,44694.0,43673.0,44659,49512,48454.0,2000.0,0.0,2000.0,6000.0,300.0,3000.0,0
3065,430000.0,2,2,1,42,0,0,0,0,0,0,89395,90052.0,90604.0,91200,92134,92834.0,3243.0,3200.0,3185.0,3500.0,3500.0,3420.0,0
3066,70000.0,1,1,2,25,-1,2,2,2,2,0,3635,4529.0,4308.0,4859,4638,4911.0,1100.0,0.0,624.0,0.0,500.0,1000.0,1
3067,20000.0,1,3,2,36,1,-1,-1,-1,-1,-1,0,832.0,0.0,832,1486,0.0,832.0,0.0,832.0,1486.0,0.0,1248.0,0
3068,310000.0,2,1,1,33,-2,-2,-2,-2,-2,-2,115,894.0,0.0,0,0,0.0,894.0,0.0,0.0,0.0,0.0,0.0,1
3069,160000.0,2,2,1,23,0,0,0,0,0,0,96814,69870.0,68984.0,55559,44705,28223.0,10008.0,20014.0,1894.0,6425.0,2204.0,62529.0,0
3070,30000.0,1,3,2,38,1,2,0,0,0,0,30771,29975.0,27541.0,27785,28839,29412.0,0.0,2000.0,1000.0,1500.0,1052.0,591.0,0
3071,480000.0,2,3,1,39,-2,-2,-1,-1,-1,0,51303,74639.0,67306.0,19895,23650,12616.0,73428.0,20496.0,34.0,23682.0,29.0,10565.0,0
