ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
26001,50000.0,2,2,1,41,0,0,0,0,0,0,22824.0,22664.0,5631.0,5933.0,6433.0,6828.0,1100.0,1100.0,1100.0,600.0,500.0,300.0,0
26002,110000.0,2,2,1,31,-1,2,2,-1,-1,-1,832.0,832.0,416.0,416.0,416.0,416.0,416.0,0.0,416.0,416.0,416.0,416.0,1
26003,280000.0,2,2,2,46,0,0,2,2,0,0,29523.0,154398.0,151984.0,47851.0,49374.0,50198.0,126000.0,3000.0,0.0,3000.0,2000.0,2000.0,0
26004,160000.0,2,1,2,32,-1,-1,-1,-1,-1,-1,9441.0,5714.0,5030.0,3181.0,4998.0,1250.0,5726.0,5037.0,3182.0,5000.0,1252.0,749.0,0
26005,320000.0,2,2,1,35,-1,-1,-1,-1,0,0,2276.0,6626.0,11131.0,13824.0,17992.0,15250.0,6626.0,12446.0,17746.0,6000.0,5749.0,928.0,1
26006,300000.0,2,1,2,30,-1,-1,-1,2,-1,-1,452.0,-6.0,835.0,665.0,2386.0,456.0,3.0,1466.0,70.0,2397.0,457.0,1003.0,1
26007,300000.0,2,2,2,30,0,0,0,-2,-2,-1,133115.0,41300.0,0.0,0.0,0.0,2538.0,2300.0,0.0,0.0,0.0,2538.0,47473.0,1
26008,100000.0,2,2,2,31,0,0,0,0,0,2,99259.0,76288.0,77919.0,79597.0,88685.0,87773.0,2750.0,2854.0,3000.0,10400.0,600.0,4254.0,0
26009,100000.0,2,2,1,39,-2,-2,-2,-2,-2,-2,1884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26010,110000.0,2,2,1,33,0,0,0,0,0,0,15605.0,20649.0,22397.0,23305.0,25341.0,30584.0,5649.0,2397.0,1305.0,2341.0,5584.0,1388.0,0
26011,400000.0,2,2,1,39,-2,-2,-2,-2,-2,-2,52306.0,3638.0,11649.0,24140.0,5803.0,5937.0,3656.0,11713.0,24265.0,7832.0,5966.0,9363.0,0
26012,20000.0,2,2,1,35,0,0,0,0,0,0,15284.0,15303.0,14724.0,15055.0,13389.0,11924.0,6230.0,1500.0,1500.0,500.0,1200.0,454.0,0
26013,50000.0,2,1,2,27,2,3,2,2,2,2,12250.0,11761.0,12476.0,11979.0,12880.0,12531.0,0.0,1200.0,0.0,1100.0,0.0,1200.0,1
26014,310000.0,2,1,2,28,0,0,0,0,0,0,269832.0,261818.0,234621.0,242570.0,246073.0,248376.0,15327.0,10000.0,12000.0,9019.0,10024.0,15040.0,0
26015,80000.0,2,2,2,44,0,0,0,0,0,0,75901.0,74911.0,72172.0,73674.0,73532.0,75192.0,3500.0,3205.0,3300.0,3000.0,3000.0,3300.0,0
26016,120000.0,2,3,1,43,0,0,0,0,0,0,116032.0,114987.0,117491.0,118513.0,75278.0,77070.0,4201.0,5001.0,4134.0,2700.0,3000.0,5030.0,0
26017,200000.0,2,1,1,39,-1,-1,-1,-1,0,0,11399.0,395.0,5094.0,9204.0,9403.0,4602.0,400.0,9500.0,9250.0,5000.0,0.0,5000.0,0
26018,100000.0,2,2,1,44,-1,-1,-1,-1,-1,-1,9242.0,181.0,1782.0,1338.0,768.0,2643.0,181.0,1794.0,1338.0,768.0,2643.0,0.0,0
26019,210000.0,2,2,2,37,0,0,0,0,0,0,206157.0,212566.0,190867.0,195323.0,156651.0,135493.0,10000.0,20000.0,8000.0,10000.0,4416.0,10000.0,0
26020,60000.0,2,1,1,33,-1,0,-1,-1,-1,0,14932.0,12840.0,390.0,390.0,780.0,390.0,5000.0,10390.0,390.0,780.0,0.0,390.0,0
