ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
8001,30000.0,1,2,1,62,0,0,0,-2,-2,-2,11188.0,2990.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0
8002,140000.0,2,2,1,26,0,0,0,0,0,0,41547.0,40925.0,36775.0,35877.0,34812.0,33899.0,2000.0,1800.0,1300.0,1400.0,1400.0,1000.0,0
8003,490000.0,1,1,1,43,-1,-1,-1,-1,-1,-1,25916.0,14187.0,56573.0,81414.0,62063.0,14122.0,14187.0,56717.0,81414.0,62063.0,14122.0,25417.0,0
8004,160000.0,1,2,2,30,0,-1,-1,0,-1,-1,2720.0,1280.0,5850.0,150.0,1240.0,0.0,1280.0,5850.0,0.0,1240.0,0.0,0.0,0
8005,180000.0,1,2,1,42,0,0,0,0,0,0,27884.0,28958.0,29864.0,30632.0,31274.0,32144.0,1526.0,1432.0,1200.0,1072.0,1326.0,704.0,1
8006,260000.0,2,2,1,32,0,0,0,0,0,0,243742.0,237204.0,238314.0,219634.0,186841.0,189010.0,8017.0,8117.0,14044.0,5410.0,5855.0,5254.0,0
8007,80000.0,2,2,2,27,0,0,0,0,0,0,73684.0,68883.0,45257.0,45981.0,46032.0,46192.0,2896.0,1722.0,1619.0,1665.0,1700.0,1833.0,1
8008,360000.0,2,1,2,29,-1,-1,-1,0,0,0,357.0,3050.0,9118.0,19183.0,36842.0,10621.0,3050.0,9118.0,11000.0,30000.0,428.0,3166.0,1
8009,20000.0,2,1,2,25,-1,-1,-1,-1,-1,-2,2650.0,0.0,855.0,640.0,0.0,0.0,0.0,855.0,640.0,0.0,0.0,2742.0,0
8010,20000.0,1,1,2,28,0,0,0,-2,-2,-2,19849.0,20650.0,0.0,0.0,0.0,0.0,1650.0,0.0,0.0,0.0,0.0,0.0,0
8011,80000.0,2,3,1,28,0,0,0,0,0,0,75903.0,34137.0,32390.0,32651.0,32170.0,31493.0,2014.0,1705.0,2000.0,2000.0,3000.0,3000.0,0
8012,500000.0,1,1,2,32,0,-1,0,0,0,-1,18290.0,25287.0,24385.0,18168.0,4469.0,27796.0,25287.0,1037.0,363.0,89.0,27796.0,8000.0,0
8013,160000.0,1,1,1,55,0,0,0,0,0,0,152162.0,154715.0,155026.0,79051.0,81089.0,-311.0,6500.0,4270.0,2518.0,2994.0,0.0,0.0,0
8014,20000.0,2,1,2,22,0,0,0,0,0,0,12404.0,13694.0,14768.0,15518.0,16265.0,16706.0,1500.0,1300.0,1000.0,1000.0,711.0,1000.0,0
8015,330000.0,2,1,1,36,-1,-1,-1,-1,-1,-1,399.0,26.0,519.0,452.0,457.0,0.0,26.0,707.0,452.0,457.0,0.0,0.0,0
8016,80000.0,2,1,2,26,0,0,2,2,2,2,38174.0,40550.0,41577.0,41595.0,43264.0,43402.0,3000.0,2000.0,1000.0,2500.0,1000.0,2000.0,1
8017,220000.0,1,2,1,40,2,0,0,0,0,0,206473.0,208464.0,175407.0,175170.0,174726.0,175057.0,8027.0,6218.0,6220.0,6316.0,6504.0,6504.0,0
8018,230000.0,2,2,2,28,0,0,2,2,2,2,185399.0,198941.0,201358.0,204067.0,200720.0,212403.0,18150.0,7200.0,7500.0,0.0,15079.0,8000.0,0
8019,90000.0,2,2,2,25,0,0,0,0,0,0,81694.0,78656.0,78054.0,78116.0,75483.0,72821.0,3609.0,5000.0,4000.0,3315.0,7539.0,5000.0,0
8020,300000.0,1,3,1,61,-1,-1,-2,-1,2,2,274750.0,0.0,0.0,411.0,261.0,8561.0,0.0,0.0,411.0,0.0,8300.0,0.0,1
8021,30000.0,2,2,1,45,0,0,0,0,0,0,30488.0,30900.0,30480.0,31124.0,29333.0,30177.0,1600.0,1500.0,1100.0,1053.0,1320.0,967.0,1
8022,80000.0,2,2,1,40,2,2,2,2,0,0,78610.0,80666.0,82713.0,80838.0,49575.0,48354.0,3900.0,4000.0,0.0,1920.0,1800.0,1800.0,1
8023,60000.0,1,1,2,27,0,0,0,-2,-2,-2,10908.0,13331.0,0.0,0.0,0.0,0.0,8331.0,0.0,0.0,0.0,0.0,3860.0,0
8024,360000.0,1,5,1,31,0,0,0,0,0,0,275178.0,280535.0,82455.0,83359.0,85171.0,87046.0,7500.0,3500.0,2500.0,2500.0,2600.0,3000.0,0
8025,360000.0,1,1,2,27,-1,2,-1,-1,-1,-1,1809.0,400.0,2420.0,2540.0,0.0,346.0,0.0,2420.0,2540.0,0.0,346.0,604.0,0
8026,30000.0,2,2,2,23,0,0,0,2,0,0,10805.0,10527.0,12443.0,11949.0,12107.0,12907.0,1184.0,2100.0,0.0,500.0,1000.0,0.0,0
8027,190000.0,1,3,1,50,0,0,0,2,0,0,106410.0,108770.0,115325.0,112063.0,114484.0,121179.0,5491.0,9800.0,0.0,4300.0,8700.0,4500.0,0
8028,130000.0,2,2,1,45,0,0,0,0,0,2,128671.0,129901.0,127658.0,127362.0,128726.0,129081.0,7000.0,4710.0,4500.0,9400.0,3600.0,5500.0,0
8029,110000.0,2,1,2,34,0,0,0,0,0,0,110712.0,110988.0,98270.0,79402.0,80804.0,81024.0,4112.0,3648.0,2800.0,3100.0,3133.0,2800.0,0
8030,350000.0,2,2,1,46,-1,-1,-1,-1,-1,-1,13000.0,13576.0,15059.0,13000.0,25300.0,626.0,13576.0,15059.0,13000.0,25300.0,626.0,0.0,0
8031,50000.0,2,3,1,52,0,0,0,0,0,0,41140.0,41599.0,32533.0,23156.0,23782.0,24386.0,1500.0,1500.0,1000.0,1000.0,1000.0,1000.0,0
8032,130000.0,2,2,3,38,-1,-1,-1,0,0,-1,780.0,0.0,11836.0,7216.0,8826.0,390.0,0.0,11836.0,2000.0,2000.0,390.0,390.0,0
8033,50000.0,1,1,2,29,-1,2,2,2,2,0,53746.0,51631.0,50880.0,51034.0,46154.0,42852.0,0.0,5160.0,1753.0,0.0,1508.0,5000.0,1
8034,50000.0,1,2,2,25,0,0,-1,0,0,-1,27206.0,0.0,14805.0,14699.0,14999.0,497.0,0.0,14805.0,294.0,300.0,498.0,1003.0,0
8035,380000.0,2,2,2,31,0,0,0,0,0,0,200932.0,190991.0,175028.0,162699.0,138158.0,135920.0,10000.0,10000.0,5849.0,4570.0,5447.0,120000.0,0
8036,260000.0,2,1,2,30,0,0,0,0,0,0,162241.0,137320.0,126479.0,110217.0,102703.0,84519.0,5045.0,8016.0,5000.0,4000.0,4014.0,3000.0,0
8037,140000.0,2,2,2,28,-2,-2,-2,-2,-2,-2,-176.0,-176.0,-176.0,-176.0,-176.0,-176.0,0.0,0.0,0.0,0.0,0.0,652.0,0
8038,270000.0,2,1,2,36,-1,-1,-1,-1,-1,-1,3458.0,3833.0,9791.0,10532.0,6559.0,500.0,3833.0,9791.0,10532.0,6559.0,500.0,961.0,0
8039,30000.0,2,2,1,33,0,0,0,0,0,0,30147.0,28789.0,29885.0,30188.0,21647.0,22087.0,1554.0,1650.0,950.0,800.0,800.0,500.0,0
8040,240000.0,1,1,2,35,1,-2,-2,-2,-2,-2,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8041,70000.0,1,3,2,32,0,0,0,0,0,0,65460.0,65721.0,45492.0,45482.0,46371.0,47603.0,2352.0,2030.0,1800.0,2000.0,2000.0,2000.0,1
8042,120000.0,1,1,1,50,2,2,2,0,0,2,38565.0,39997.0,39211.0,39917.0,42268.0,43192.0,2200.0,0.0,1500.0,3000.0,1600.0,1500.0,1
8043,160000.0,2,2,2,42,2,2,0,0,0,0,152630.0,95758.0,97251.0,98010.0,99669.0,101664.0,0.0,4385.0,3639.0,3762.0,3800.0,3897.0,1
8044,170000.0,1,3,2,36,-1,-1,-1,0,0,-1,396.0,5596.0,6953.0,16157.0,28856.0,4941.0,5596.0,6953.0,10000.0,15000.0,4941.0,22114.0,1
8045,380000.0,2,1,2,31,0,0,0,0,0,0,331697.0,332339.0,322995.0,314161.0,327945.0,289814.0,15000.0,15000.0,20019.0,20000.0,9934.0,9330.0,0
8046,160000.0,2,2,1,26,1,2,0,0,0,0,75628.0,72717.0,74651.0,70403.0,71890.0,73893.0,0.0,3211.0,2505.0,2612.0,3500.0,5000.0,0
8047,30000.0,1,2,2,39,2,3,2,2,2,3,27000.0,26286.0,26556.0,26818.0,29425.0,28662.0,0.0,1000.0,1000.0,3200.0,0.0,0.0,0
8048,260000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,2095.0,781.0,3985.0,942.0,-18.0,3739.0,785.0,4004.0,946.0,0.0,3757.0,6119.0,0
8049,70000.0,1,2,2,41,2,2,2,3,3,2,34751.0,37683.0,40265.0,42306.0,41352.0,44342.0,3500.0,3500.0,3000.0,0.0,4000.0,2000.0,1
8050,240000.0,1,2,1,39,-1,-1,-1,-1,-1,-1,5357.0,4397.0,11204.0,3403.0,2223.0,1761.0,4437.0,11237.0,4293.0,2229.0,1766.0,591.0,0
8051,170000.0,2,2,1,43,0,-1,-1,-1,-1,-1,20699.0,11614.0,11487.0,14716.0,8172.0,8244.0,11614.0,11487.0,14743.0,8172.0,8244.0,13733.0,0
8052,30000.0,1,2,1,36,1,4,3,2,2,2,28083.0,27371.0,26645.0,25919.0,27535.0,28197.0,0.0,0.0,0.0,2038.0,1268.0,0.0,0
8053,90000.0,1,3,2,32,0,0,0,-1,-1,-2,87182.0,82741.0,68883.0,265.0,-613.0,-613.0,3045.0,1497.0,265.0,0.0,0.0,31000.0,0
8054,250000.0,1,2,2,25,2,0,0,0,0,0,28681.0,30615.0,33726.0,36823.0,34829.0,23994.0,3000.0,4000.0,4000.0,5000.0,4000.0,2000.0,0
8055,270000.0,2,2,2,25,0,0,0,0,0,0,23579.0,24613.0,25617.0,25434.0,25966.0,26486.0,1419.0,1423.0,910.0,942.0,951.0,1000.0,0
8056,130000.0,2,2,2,24,-2,-2,-2,-2,-2,-2,986.0,-14.0,4388.0,0.0,0.0,1109.0,0.0,4402.0,0.0,0.0,1109.0,4200.0,1
8057,360000.0,1,1,1,43,-1,2,-1,-1,-1,-1,20310.0,6588.0,11627.0,35765.0,9681.0,3002.0,34.0,12085.0,41879.0,10053.0,4016.0,505.0,0
8058,490000.0,1,1,1,35,0,0,0,0,0,0,23396.0,19454.0,17195.0,15691.0,14466.0,13908.0,1207.0,1107.0,507.0,1507.0,1500.0,3615.0,0
8059,110000.0,2,2,1,31,0,0,0,0,0,0,79126.0,76304.0,77783.0,79323.0,80563.0,78669.0,2782.0,2761.0,2770.0,2900.0,3000.0,2568.0,0
8060,100000.0,1,2,2,27,-2,-2,-2,-2,-2,-2,33628.0,35760.0,0.0,33333.0,0.0,0.0,36066.0,156.0,33333.0,0.0,0.0,0.0,0
8061,200000.0,1,3,1,28,-1,-1,-1,-1,-1,-2,1793.0,5189.0,8627.0,1530.0,-200.0,-200.0,5191.0,9003.0,1530.0,0.0,0.0,980.0,0
8062,50000.0,2,2,2,24,0,0,0,0,0,0,51261.0,51493.0,50136.0,20287.0,20281.0,20027.0,2600.0,2000.0,730.0,800.0,900.0,750.0,0
8063,220000.0,1,2,2,30,-1,0,0,-2,-2,-2,2501.0,2071.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0
8064,360000.0,1,3,2,41,2,-1,0,0,0,0,218.0,7022.0,9744.0,89215.0,98256.0,99145.0,7022.0,3001.0,80000.0,10500.0,5000.0,10000.0,0
