ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
11001,80000.0,1,1,2,27,-1,-1,-1,-2,-2,-2,1300.0,179.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0
11002,40000.0,2,1,2,23,-1,-1,2,0,0,0,32346.0,35595.0,34113.0,35513.0,36513.0,35956.0,4082.0,0.0,2000.0,1000.0,500.0,0.0,0
11003,500000.0,2,2,1,37,0,0,0,0,0,-1,156951.0,115610.0,81334.0,78637.0,36993.0,22089.0,20167.0,2114.0,1751.0,5132.0,22197.0,156937.0,0
11004,30000.0,1,2,1,29,0,0,0,0,0,-2,29852.0,30348.0,31570.0,32661.0,0.0,0.0,1600.0,1738.0,1829.0,0.0,0.0,0.0,0
11005,90000.0,2,1,2,28,0,0,0,0,0,0,62062.0,62617.0,57990.0,51537.0,52486.0,48483.0,2971.0,2168.0,1686.0,1878.0,1611.0,1334.0,0
11006,20000.0,1,2,1,35,0,0,0,0,0,-1,20139.0,19067.0,19787.0,19682.0,7468.0,2312.0,1480.0,1200.0,394.0,210.0,5546.0,0.0,1
11007,60000.0,1,2,2,22,1,3,2,0,0,0,25300.0,23150.0,20999.0,21423.0,19049.0,18282.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0
11008,500000.0,1,1,2,32,0,0,0,0,0,0,208603.0,211340.0,166739.0,166464.0,168722.0,170299.0,8444.0,8009.0,5301.0,5220.0,5419.0,5313.0,0
11009,70000.0,1,1,1,40,1,2,2,2,2,2,12026.0,13531.0,13017.0,14299.0,13927.0,15692.0,2000.0,0.0,1500.0,0.0,2000.0,0.0,0
11010,180000.0,2,1,2,26,-1,-1,-1,-1,-1,-1,873.0,7233.0,2701.0,1900.0,45517.0,9451.0,7233.0,2701.0,1900.0,45517.0,9451.0,5795.0,0
