ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
29001,50000.0,2,3,1,36,0,0,0,0,0,0,48032.0,48175.0,48691.0,49108.0,19809.0,11314.0,1771.0,2123.0,2675.0,552.0,1000.0,1000.0,0
29002,50000.0,2,3,2,30,0,0,0,2,-1,-1,16986.0,6929.0,8743.0,1000.0,5557.0,5027.0,1186.0,2000.0,0.0,5557.0,470.0,0.0,1
29003,240000.0,2,2,1,31,1,2,2,2,0,0,6900.0,6641.0,10495.0,2813.0,3805.0,5730.0,0.0,4000.0,1000.0,1200.0,2000.0,0.0,1
29004,440000.0,2,2,2,34,0,0,-1,0,0,0,6480.0,7265.0,444912.0,218064.0,222734.0,227445.0,1000.0,226848.0,8300.0,8300.0,8300.0,8300.0,0
29005,180000.0,2,2,2,35,2,0,0,0,0,0,168090.0,150482.0,154063.0,158494.0,161855.0,171055.0,5500.0,6001.0,7000.0,6000.0,12000.0,7500.0,0
29006,140000.0,2,2,2,40,-2,-2,-2,-2,-2,-2,0.0,1887.0,0.0,0.0,0.0,0.0,1887.0,0.0,0.0,0.0,0.0,0.0,0
29007,150000.0,2,1,2,34,1,-1,-1,-2,-2,-2,0.0,53.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0
29008,100000.0,2,2,2,35,0,0,0,0,0,0,100207.0,94080.0,75428.0,76450.0,77503.0,64119.0,4026.0,3100.0,3050.0,3000.0,2300.0,2700.0,0
29009,190000.0,2,2,1,40,0,0,0,0,0,0,124082.0,125032.0,129167.0,130331.0,132958.0,135814.0,4500.0,6147.0,4800.0,4800.0,5000.0,10600.0,0
29010,200000.0,2,1,1,40,1,-1,-1,-1,-1,-1,0.0,114558.0,1898.0,849.0,-171.0,14686.0,114558.0,3796.0,849.0,0.0,14857.0,0.0,0
29011,260000.0,2,1,1,41,0,0,0,2,0,0,157551.0,160759.0,351026.0,170671.0,169689.0,159066.0,7312.0,18934.0,23.0,3729.0,4226.0,514.0,0
29012,580000.0,2,2,1,34,1,2,0,0,0,0,420115.0,405932.0,437254.0,477809.0,486721.0,498316.0,0.0,38001.0,50000.0,16881.0,18887.0,16846.0,1
29013,100000.0,2,2,2,36,0,0,0,0,0,0,101513.0,98736.0,99072.0,91809.0,77499.0,76997.0,3600.0,5006.0,2910.0,2755.0,5000.0,5000.0,0
29014,400000.0,2,1,1,40,-1,-1,-1,-2,-2,-2,3716.0,4318.0,273.0,743.0,516.0,200.0,4318.0,273.0,743.0,516.0,200.0,422.0,0
