ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
1001,100000.0,1,2,1,29,0,0,0,0,-1,-1,94453,95860.0,67782.0,-2618,95748,101299.0,3320.0,5000.0,0.0,100000.0,7186.0,0.0,0
1002,200000.0,2,2,1,28,0,0,0,0,0,0,81865,86790.0,8441.0,97041,103541,3632.0,5000.0,2000.0,89000.0,6500.0,91.0,1504.0,0
1003,90000.0,2,2,1,40,-1,-1,-1,-1,-1,-1,4989,-818.0,1114.0,657,1332,780.0,0.0,2806.0,2256.0,2274.0,780.0,0.0,0
1004,360000.0,1,1,2,36,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1005,150000.0,2,3,2,30,-2,-2,-2,-2,-2,-2,456,9664.0,3420.0,2527,0,0.0,9664.0,3420.0,2612.0,0.0,0.0,0.0,1
1006,140000.0,1,1,2,29,-1,-1,-1,-1,-1,-1,2937,5150.0,1514.0,2573,495,1744.0,2024.0,1522.0,2580.0,496.0,1749.0,2265.0,0
1007,200000.0,2,2,2,36,-1,-1,-1,-2,-2,-1,1371,4068.0,0.0,0,0,980.0,4077.0,0.0,0.0,0.0,980.0,0.0,0
1008,170000.0,2,2,1,37,0,0,0,0,0,0,166246,169163.0,136604.0,136607,133199,135242.0,6700.0,6800.0,4700.0,4700.0,5500.0,5000.0,0
1009,30000.0,1,2,2,34,0,0,4,3,2,0,19785,24633.0,23961.0,23289,22779,51224.0,5500.0,0.0,0.0,0.0,3400.0,512.0,0
1010,80000.0,2,1,2,27,0,0,-2,-2,-2,-2,80000,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1011,280000.0,1,1,2,31,0,0,0,0,0,2,164736,170564.0,150666.0,133465,133536,132964.0,8833.0,12005.0,5000.0,8000.0,3000.0,5000.0,0
1012,410000.0,2,1,1,31,-1,-1,2,2,-2,-2,2744,2041.0,630.0,-736,-1591,-2303.0,2051.0,5.0,266.0,266.0,253.0,6384.0,0
1013,450000.0,1,1,2,38,-1,0,-1,-1,-1,-1,29747,53311.0,10920.0,8072,22809,12415.0,30323.0,10973.0,8112.0,22923.0,12476.0,6728.0,0
1014,80000.0,1,2,2,36,0,0,0,0,0,0,79148,52174.0,44275.0,42029,33838,29757.0,2000.0,2000.0,1500.0,1500.0,2000.0,1500.0,0
1015,360000.0,1,1,1,46,0,0,0,0,-2,-2,92961,76243.0,51722.0,-8,-8,-16.0,10125.0,13092.0,0.0,0.0,0.0,0.0,0
1016,130000.0,2,1,1,36,0,0,0,0,0,0,129689,107070.0,103942.0,94623,90556,92394.0,5000.0,4400.0,5000.0,4000.0,3500.0,4000.0,0
1017,160000.0,2,1,2,26,0,0,0,-1,-1,-1,2198,11155.0,0.0,12315,0,11855.0,9155.0,0.0,12315.0,0.0,11855.0,0.0,1
1018,140000.0,2,3,2,57,2,0,0,0,0,0,131795,134083.0,125360.0,99313,90623,92425.0,6743.0,5421.0,3926.0,3290.0,3310.0,3424.0,1
1019,240000.0,2,3,1,40,1,-2,-1,-1,-1,-1,-55,-55.0,3545.0,1338,1075,1744.0,0.0,3600.0,1338.0,1075.0,1744.0,0.0,0
1020,180000.0,2,3,0,45,-1,-1,-2,-2,-2,-2,4148,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1021,70000.0,1,1,3,57,0,0,0,0,0,0,69398,70352.0,69936.0,68118,65942,62495.0,2667.0,2321.0,2391.0,2316.0,2466.0,1451.0,0
1022,150000.0,2,2,2,25,0,0,0,0,0,0,142827,126317.0,75324.0,78773,95375,57663.0,5000.0,4000.0,5000.0,40000.0,3000.0,2880.0,0
1023,210000.0,2,3,1,37,-2,-2,-2,-2,-2,-2,138398,109115.0,101912.0,62959,60767,41150.0,5000.0,5000.0,2500.0,2800.0,2000.0,0.0,0
1024,200000.0,2,1,1,35,-1,0,0,0,0,0,9918,10971.0,11817.0,17865,18239,14527.0,1219.0,1165.0,7865.0,592.0,807.0,679.0,0
1025,310000.0,1,2,2,33,-2,-2,-2,-2,-2,-2,4040,4048.0,3959.0,205,3199,5104.0,4068.0,3964.0,205.0,3209.0,5109.0,1434.0,0
1026,180000.0,1,1,1,38,0,0,0,0,0,2,153099,150227.0,138313.0,137274,147314,129870.0,7005.0,6500.0,5000.0,12042.0,32.0,1300.0,0
1027,300000.0,1,2,2,31,0,0,0,-1,-1,-1,62198,35674.0,34979.0,510,2166,765.0,1600.0,2600.0,510.0,903.0,765.0,773.0,0
1028,450000.0,2,1,2,41,-1,-1,-1,-1,-1,-1,11343,75083.0,25273.0,85357,27745,1990.0,75459.0,25413.0,85784.0,27856.0,2000.0,1900.0,0
1029,200000.0,1,1,2,33,1,-1,-1,0,-1,-1,-5,3465.0,3191.0,1873,90687,4577.0,3470.0,3191.0,0.0,90729.0,0.0,6266.0,0
1030,30000.0,2,2,1,67,2,2,0,0,2,2,30374,29038.0,27737.0,29499,30124,26855.0,0.0,1500.0,2182.0,1200.0,0.0,2302.0,1
1031,400000.0,2,1,1,40,-1,-1,-1,0,0,-1,1107,3891.0,120338.0,8318,8488,130.0,3891.0,120407.0,0.0,170.0,130.0,8595.0,0
1032,170000.0,1,1,2,33,-1,-1,-1,-1,-1,-1,764,1100.0,500.0,2499,1500,600.0,1105.0,500.0,2499.0,1500.0,600.0,2100.0,0
1033,140000.0,2,1,2,31,-1,2,-1,-1,-1,-1,652,326.0,326.0,326,476,326.0,0.0,326.0,326.0,476.0,326.0,326.0,1
1034,200000.0,2,2,2,35,0,0,0,0,0,0,64195,65565.0,66870.0,68752,70485,71887.0,3000.0,3000.0,3000.0,3000.0,2575.0,3000.0,0
1035,60000.0,2,2,3,39,1,-2,-2,-2,-2,-2,-1540,-1930.0,-2320.0,-1220,0,0.0,0.0,0.0,2000.0,2000.0,0.0,0.0,0
1036,60000.0,1,2,2,27,1,2,0,0,2,2,43356,42381.0,46663.0,49877,50734,49764.0,0.0,5000.0,4000.0,1800.0,0.0,2000.0,1
1037,150000.0,1,1,2,23,0,0,0,0,0,0,11109,83376.0,79726.0,76986,78038,78321.0,78016.0,3048.0,4000.0,3500.0,3000.0,3000.0,0
1038,180000.0,1,3,1,54,0,0,0,0,0,0,149698,137260.0,124500.0,111430,98182,84598.0,4834.0,4371.0,3849.0,3405.0,2887.0,2402.0,1
1039,50000.0,2,3,2,23,0,0,0,0,0,0,43979,33403.0,20879.0,18573,17318,17936.0,2000.0,2000.0,2000.0,1000.0,1000.0,2800.0,0
1040,50000.0,1,3,2,24,-1,-1,-1,-1,0,0,2562,8743.0,-290.0,18115,18495,18804.0,8769.0,0.0,18650.0,659.0,1000.0,1000.0,0
1041,20000.0,1,2,2,26,-1,-1,-2,-2,-2,-2,70,-620.0,-620.0,-1400,0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0
1042,230000.0,2,2,2,52,2,-1,2,0,-1,-1,1292,3943.0,1990.0,1499,593,2553.0,3951.0,1.0,9.0,594.0,2560.0,3759.0,1
1043,110000.0,2,2,1,42,0,0,0,0,0,0,55349,52914.0,49483.0,49292,49460,49470.0,2096.0,2003.0,1802.0,1783.0,1783.0,1756.0,0
1044,90000.0,2,1,2,36,0,0,0,0,0,0,90922,80980.0,66503.0,67347,68509,67588.0,4273.0,3200.0,2500.0,2500.0,2631.0,2646.0,0
1045,20000.0,2,1,2,22,2,2,2,2,2,2,16233,20547.0,20542.0,19572,20437,19994.0,5383.0,660.0,0.0,1538.0,0.0,2658.0,1
1046,30000.0,2,1,2,23,0,0,0,0,0,0,26847,24815.0,21681.0,22293,17155,13470.0,2500.0,3500.0,2000.0,3500.0,2000.0,1000.0,0
1047,220000.0,1,3,1,30,0,0,0,0,2,0,162105,170592.0,173969.0,183030,181385,174107.0,10000.0,5013.0,10626.0,52.0,5255.0,4222.0,1
1048,140000.0,2,3,2,24,1,2,2,2,0,0,42897,45739.0,46468.0,45422,46371,47297.0,3821.0,1775.0,0.0,1833.0,1850.0,2000.0,1
1049,300000.0,2,1,1,42,-2,-2,-2,-2,-2,-2,3000,3300.0,0.0,0,610,2165.0,3300.0,0.0,0.0,610.0,2165.0,2394.0,0
1050,100000.0,1,2,1,49,0,0,0,2,0,0,34704,30906.0,28325.0,22160,18842,17023.0,2011.0,2028.0,10.0,558.0,1044.0,12.0,0
1051,110000.0,1,2,2,31,2,2,3,3,2,-1,279,279.0,279.0,279,129,179.0,0.0,0.0,0.0,0.0,200.0,0.0,0
1052,270000.0,2,3,2,33,0,-1,-1,-1,0,0,10000,10000.0,10000.0,123693,116843,110059.0,10000.0,10000.0,222750.0,5000.0,5008.0,5026.0,0
1053,30000.0,1,1,1,42,0,0,-1,-1,-1,-1,28033,17085.0,200.0,323,29525,0.0,1525.0,200.0,323.0,29525.0,0.0,0.0,0
1054,70000.0,1,3,2,41,0,0,0,0,0,0,70476,68539.0,69520.0,51605,50311,50729.0,2700.0,3500.0,2000.0,2000.0,2500.0,2500.0,0
1055,230000.0,1,2,1,53,2,2,-2,-2,-2,-1,1350,0.0,0.0,0,0,470.0,0.0,0.0,0.0,0.0,470.0,0.0,0
1056,20000.0,1,2,2,23,0,0,0,0,0,0,18852,16648.0,19395.0,20271,20445,17532.0,1500.0,4000.0,2000.0,2000.0,2900.0,2735.0,0
1057,190000.0,2,1,2,33,1,2,0,0,0,0,115056,108137.0,89722.0,69861,49894,49727.0,0.0,4413.0,2942.0,2000.0,1583.0,1500.0,0
1058,20000.0,2,2,1,29,0,0,0,0,0,0,15890,13995.0,13375.0,14205,15869,16666.0,2000.0,2000.0,1000.0,2000.0,1000.0,1000.0,0
1059,80000.0,2,3,1,67,0,0,0,0,0,-1,20255,18885.0,21529.0,29236,10662,2408.0,6000.0,5002.0,10662.0,2.0,2408.0,11662.0,0
1060,20000.0,1,3,1,33,2,0,0,0,0,-2,20500,16237.0,20960.0,6914,1017,780.0,2191.0,1000.0,0.0,1017.0,780.0,6380.0,1
1061,60000.0,2,3,1,34,0,0,0,2,0,0,9928,11261.0,12853.0,12352,12703,13338.0,1500.0,2090.0,0.0,700.0,1000.0,1400.0,1
1062,50000.0,1,2,1,49,0,0,0,0,0,0,10750,8755.0,8684.0,5983,4252,5034.0,1507.0,3109.0,2209.0,2000.0,2500.0,3000.0,0
1063,280000.0,2,2,1,56,0,0,0,0,0,0,284204,284041.0,283396.0,213294,213384,213604.0,10261.0,17003.0,7657.0,7750.0,7861.0,8083.0,1
1064,300000.0,1,1,1,42,0,0,0,0,0,0,120151,89618.0,47857.0,48128,50332,23688.0,4229.0,5024.0,6012.0,5191.0,12139.0,110247.0,0
1065,30000.0,2,3,1,55,2,0,0,0,0,0,29278,30393.0,29785.0,30377,30155,31098.0,1600.0,1585.0,1377.0,1155.0,2600.0,0.0,1
1066,270000.0,2,2,1,25,0,0,0,0,0,0,21586,239499.0,203867.0,188064,147915,139976.0,239104.0,7098.0,6179.0,5023.0,6090.0,4000.0,0
