ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
6001,50000.0,1,2,1,33,0,0,0,0,0,0,13538.0,9199.0,6879.0,6753.0,5440.0,5440.0,2000.0,1284.0,264.0,109.0,390.0,0.0,0
6002,500000.0,2,1,2,37,-1,-1,-1,-1,-1,-1,6364.0,1625.0,517.0,0.0,1450.0,2668.0,1625.0,517.0,0.0,1450.0,2668.0,1480.0,0
6003,90000.0,2,2,2,30,0,0,0,0,2,2,75382.0,73980.0,75036.0,77094.0,75708.0,76610.0,3350.0,3300.0,5500.0,1600.0,3950.0,0.0,1
6004,500000.0,1,1,2,36,-1,-1,-1,0,0,0,2450.0,1038.0,34741.0,20409.0,23804.0,22697.0,1100.0,35157.0,3000.0,5000.0,5000.0,5000.0,0
6005,80000.0,2,3,1,33,0,0,0,0,0,0,78428.0,76513.0,74383.0,48315.0,48831.0,48950.0,3373.0,7248.0,2980.0,2000.0,1903.0,1851.0,0
6006,230000.0,1,3,1,53,-1,-1,-1,-1,-1,-1,2150.0,9413.0,6020.0,18468.0,9665.0,28100.0,9413.0,6161.0,18468.0,9665.0,28100.0,3480.0,0
6007,120000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,416.0,416.0,416.0,0.0,832.0,416.0,416.0,416.0,0.0,832.0,416.0,416.0,1
6008,190000.0,2,3,1,56,0,0,0,0,0,0,67211.0,63278.0,57104.0,57380.0,58225.0,58847.0,2818.0,2700.0,2191.0,2300.0,2130.0,2280.0,0
6009,500000.0,1,2,1,50,0,0,0,0,0,0,265803.0,246770.0,223989.0,223232.0,219158.0,212237.0,16770.0,13989.0,33232.0,29695.0,32838.0,38770.0,0
6010,80000.0,2,2,1,42,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6011,450000.0,2,1,2,35,1,-2,-1,0,0,-2,0.0,0.0,3581.0,3654.0,0.0,0.0,0.0,3581.0,73.0,0.0,0.0,0.0,0
6012,280000.0,2,1,1,30,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6013,360000.0,2,3,1,47,-2,-2,-2,-2,-2,-2,1458.0,-4.0,3994.0,0.0,0.0,7429.0,0.0,3998.0,0.0,0.0,7429.0,490.0,1
6014,30000.0,2,2,2,21,0,0,0,0,0,0,28871.0,28430.0,29051.0,29265.0,28267.0,28925.0,1802.0,1802.0,1358.0,1100.0,1151.0,1568.0,0
6015,50000.0,2,2,1,25,0,0,2,0,0,2,35676.0,34407.0,30785.0,31573.0,35191.0,34476.0,3400.0,0.0,1300.0,4300.0,0.0,1500.0,1
